# {"84:BA:20:AE:BF:DA": {"position": 0, "device": "bitalino_rev", "device name": "84:BA:20:AE:BF:DA", "device connection": "BTH84:BA:20:AE:BF:DA", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-12-10", "time": "17:27:50.462", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 0, "sensorUnits": ["", "", "", "", "", ""]}}
# EndOfHeader
12	0	0	0	0	515.000000	511.000000	0.000000	311.000000	38.000000	10.000000
13	0	0	0	0	509.000000	512.000000	0.000000	299.000000	38.000000	10.000000
14	0	0	0	0	506.000000	512.000000	0.000000	293.000000	38.000000	10.000000
15	0	0	0	0	506.000000	512.000000	0.000000	284.000000	38.000000	10.000000
0	0	0	0	0	508.000000	513.000000	0.000000	284.000000	38.000000	10.000000
1	0	0	0	0	511.000000	512.000000	0.000000	292.000000	38.000000	10.000000
2	0	0	0	0	509.000000	511.000000	0.000000	296.000000	38.000000	10.000000
3	0	0	0	0	510.000000	512.000000	0.000000	307.000000	38.000000	10.000000
4	0	0	0	0	512.000000	513.000000	1.000000	341.000000	38.000000	10.000000
5	0	0	0	0	513.000000	512.000000	0.000000	385.000000	38.000000	10.000000
6	0	0	0	0	522.000000	513.000000	0.000000	423.000000	38.000000	10.000000
7	0	0	0	0	506.000000	512.000000	0.000000	460.000000	38.000000	10.000000
8	0	0	0	0	508.000000	513.000000	1.000000	498.000000	38.000000	10.000000
9	0	0	0	0	517.000000	512.000000	0.000000	532.000000	38.000000	10.000000
10	0	0	0	0	501.000000	512.000000	0.000000	539.000000	38.000000	10.000000
11	0	0	0	0	507.000000	511.000000	0.000000	520.000000	38.000000	10.000000
12	0	0	0	0	514.000000	511.000000	1.000000	482.000000	38.000000	10.000000
13	0	0	0	0	502.000000	511.000000	0.000000	457.000000	38.000000	10.000000
14	0	0	0	0	505.000000	512.000000	0.000000	439.000000	38.000000	10.000000
15	0	0	0	0	512.000000	513.000000	0.000000	427.000000	38.000000	10.000000
0	0	0	0	0	505.000000	511.000000	0.000000	400.000000	38.000000	10.000000
1	0	0	0	0	508.000000	511.000000	0.000000	377.000000	38.000000	10.000000
2	0	0	0	0	508.000000	513.000000	0.000000	371.000000	38.000000	10.000000
3	0	0	0	0	508.000000	513.000000	0.000000	381.000000	38.000000	10.000000
4	0	0	0	0	512.000000	514.000000	1.000000	397.000000	38.000000	10.000000
5	0	0	0	0	511.000000	513.000000	0.000000	408.000000	38.000000	10.000000
6	0	0	0	0	513.000000	513.000000	0.000000	423.000000	38.000000	10.000000
7	0	0	0	0	511.000000	513.000000	0.000000	430.000000	38.000000	10.000000
8	0	0	0	0	505.000000	513.000000	0.000000	418.000000	38.000000	10.000000
9	0	0	0	0	504.000000	511.000000	0.000000	381.000000	38.000000	10.000000
10	0	0	0	0	517.000000	512.000000	0.000000	337.000000	38.000000	10.000000
11	0	0	0	0	514.000000	513.000000	0.000000	306.000000	38.000000	10.000000
12	0	0	0	0	517.000000	511.000000	0.000000	291.000000	38.000000	10.000000
13	0	0	0	0	513.000000	511.000000	0.000000	275.000000	39.000000	10.000000
14	0	0	0	0	513.000000	510.000000	0.000000	281.000000	38.000000	10.000000
15	0	0	0	0	514.000000	512.000000	0.000000	297.000000	38.000000	10.000000
0	0	0	0	0	505.000000	513.000000	1.000000	328.000000	38.000000	10.000000
1	0	0	0	0	516.000000	511.000000	0.000000	384.000000	38.000000	10.000000
2	0	0	0	0	508.000000	513.000000	0.000000	459.000000	38.000000	10.000000
3	0	0	0	0	499.000000	512.000000	0.000000	527.000000	38.000000	10.000000
4	0	0	0	0	510.000000	513.000000	1.000000	583.000000	38.000000	10.000000
5	0	0	0	0	506.000000	511.000000	0.000000	621.000000	39.000000	10.000000
6	0	0	0	0	508.000000	512.000000	0.000000	654.000000	38.000000	10.000000
7	0	0	0	0	510.000000	513.000000	0.000000	678.000000	38.000000	10.000000
8	0	0	0	0	512.000000	514.000000	1.000000	678.000000	38.000000	10.000000
9	0	0	0	0	509.000000	512.000000	0.000000	648.000000	38.000000	10.000000
10	0	0	0	0	513.000000	512.000000	0.000000	587.000000	38.000000	10.000000
11	0	0	0	0	509.000000	511.000000	0.000000	498.000000	38.000000	10.000000
12	0	0	0	0	509.000000	510.000000	1.000000	416.000000	38.000000	10.000000
13	0	0	0	0	505.000000	510.000000	0.000000	369.000000	39.000000	10.000000
14	0	0	0	0	512.000000	508.000000	0.000000	335.000000	38.000000	10.000000
15	0	0	0	0	510.000000	511.000000	0.000000	325.000000	38.000000	10.000000
0	0	0	0	0	509.000000	511.000000	1.000000	340.000000	38.000000	10.000000
1	0	0	0	0	510.000000	510.000000	0.000000	368.000000	38.000000	10.000000
2	0	0	0	0	505.000000	511.000000	0.000000	395.000000	38.000000	10.000000
3	0	0	0	0	514.000000	510.000000	0.000000	415.000000	38.000000	10.000000
4	0	0	0	0	512.000000	509.000000	0.000000	421.000000	38.000000	10.000000
5	0	0	0	0	515.000000	509.000000	0.000000	421.000000	39.000000	10.000000
6	0	0	0	0	508.000000	510.000000	0.000000	431.000000	38.000000	10.000000
7	0	0	0	0	509.000000	512.000000	0.000000	464.000000	38.000000	10.000000
8	0	0	0	0	507.000000	513.000000	0.000000	506.000000	38.000000	10.000000
9	0	0	0	0	516.000000	511.000000	0.000000	544.000000	38.000000	10.000000
10	0	0	0	0	516.000000	512.000000	0.000000	588.000000	38.000000	10.000000
11	0	0	0	0	506.000000	510.000000	0.000000	630.000000	38.000000	10.000000
12	0	0	0	0	508.000000	510.000000	0.000000	660.000000	38.000000	10.000000
13	0	0	0	0	504.000000	509.000000	0.000000	676.000000	39.000000	10.000000
14	0	0	0	0	508.000000	511.000000	0.000000	674.000000	38.000000	10.000000
