nSeq,I1,I2,O1,O2,A1,A2,A3,A4,A5,A6,timestamp_epoch_ms,classification
3.0,0.0,0.0,0.0,0.0,516.0,513.0,0.0,526.0,39.0,2.0,1762176135227.0,neutral
4.0,0.0,0.0,0.0,0.0,503.0,512.0,1.0,532.0,39.0,2.0,1762176135228.0,neutral
5.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,534.0,39.0,2.0,1762176135229.0,neutral
6.0,0.0,0.0,0.0,0.0,509.0,510.0,0.0,536.0,39.0,2.0,1762176135230.0,neutral
7.0,0.0,0.0,0.0,0.0,511.0,511.0,0.0,535.0,39.0,2.0,1762176135231.0,neutral
8.0,0.0,0.0,0.0,0.0,506.0,513.0,1.0,527.0,39.0,2.0,1762176135232.0,neutral
9.0,0.0,0.0,0.0,0.0,512.0,515.0,0.0,516.0,39.0,2.0,1762176135233.0,neutral
10.0,0.0,0.0,0.0,0.0,511.0,515.0,0.0,500.0,39.0,2.0,1762176135234.0,neutral
11.0,0.0,0.0,0.0,0.0,511.0,514.0,0.0,478.0,39.0,2.0,1762176135235.0,neutral
12.0,0.0,0.0,0.0,0.0,512.0,514.0,1.0,455.0,39.0,2.0,1762176135236.0,neutral
13.0,0.0,0.0,0.0,0.0,508.0,514.0,0.0,427.0,39.0,2.0,1762176135237.0,neutral
14.0,0.0,0.0,0.0,0.0,517.0,514.0,0.0,403.0,39.0,2.0,1762176135238.0,neutral
15.0,0.0,0.0,0.0,0.0,504.0,515.0,0.0,388.0,39.0,2.0,1762176135239.0,neutral
0.0,0.0,0.0,0.0,0.0,511.0,515.0,0.0,376.0,39.0,2.0,1762176135240.0,neutral
1.0,0.0,0.0,0.0,0.0,509.0,515.0,0.0,367.0,39.0,2.0,1762176135241.0,neutral
2.0,0.0,0.0,0.0,0.0,508.0,515.0,0.0,346.0,39.0,2.0,1762176135242.0,neutral
3.0,0.0,0.0,0.0,0.0,511.0,515.0,0.0,334.0,38.0,2.0,1762176135243.0,neutral
4.0,0.0,0.0,0.0,0.0,514.0,513.0,1.0,339.0,39.0,2.0,1762176135244.0,neutral
5.0,0.0,0.0,0.0,0.0,509.0,513.0,0.0,356.0,39.0,2.0,1762176135245.0,neutral
6.0,0.0,0.0,0.0,0.0,515.0,514.0,0.0,399.0,39.0,2.0,1762176135246.0,neutral
7.0,0.0,0.0,0.0,0.0,507.0,514.0,0.0,453.0,39.0,2.0,1762176135247.0,neutral
8.0,0.0,0.0,0.0,0.0,506.0,514.0,1.0,489.0,39.0,2.0,1762176135248.0,neutral
9.0,0.0,0.0,0.0,0.0,510.0,513.0,0.0,488.0,39.0,2.0,1762176135249.0,neutral
10.0,0.0,0.0,0.0,0.0,498.0,514.0,0.0,463.0,39.0,2.0,1762176135250.0,neutral
11.0,0.0,0.0,0.0,0.0,517.0,514.0,0.0,438.0,39.0,2.0,1762176135251.0,neutral
12.0,0.0,0.0,0.0,0.0,521.0,514.0,0.0,415.0,39.0,2.0,1762176135252.0,neutral
13.0,0.0,0.0,0.0,0.0,512.0,513.0,0.0,410.0,39.0,2.0,1762176135253.0,neutral
14.0,0.0,0.0,0.0,0.0,507.0,514.0,0.0,408.0,39.0,2.0,1762176135254.0,neutral
15.0,0.0,0.0,0.0,0.0,519.0,515.0,0.0,380.0,39.0,2.0,1762176135255.0,neutral
0.0,0.0,0.0,0.0,0.0,514.0,513.0,0.0,351.0,38.0,2.0,1762176135256.0,neutral
1.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,327.0,39.0,2.0,1762176135257.0,neutral
2.0,0.0,0.0,0.0,0.0,507.0,513.0,0.0,322.0,39.0,2.0,1762176135258.0,neutral
3.0,0.0,0.0,0.0,0.0,508.0,511.0,0.0,336.0,38.0,2.0,1762176135259.0,neutral
4.0,0.0,0.0,0.0,0.0,508.0,511.0,1.0,349.0,39.0,2.0,1762176135260.0,neutral
5.0,0.0,0.0,0.0,0.0,507.0,511.0,0.0,380.0,39.0,2.0,1762176135261.0,neutral
6.0,0.0,0.0,0.0,0.0,507.0,513.0,0.0,418.0,39.0,2.0,1762176135262.0,neutral
7.0,0.0,0.0,0.0,0.0,503.0,512.0,0.0,440.0,39.0,2.0,1762176135263.0,neutral
8.0,0.0,0.0,0.0,0.0,506.0,513.0,1.0,441.0,39.0,2.0,1762176135264.0,neutral
9.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,434.0,39.0,2.0,1762176135265.0,neutral
10.0,0.0,0.0,0.0,0.0,520.0,512.0,0.0,420.0,39.0,2.0,1762176135266.0,neutral
11.0,0.0,0.0,0.0,0.0,513.0,512.0,0.0,405.0,39.0,2.0,1762176135267.0,neutral
12.0,0.0,0.0,0.0,0.0,506.0,511.0,0.0,389.0,38.0,2.0,1762176135268.0,neutral
13.0,0.0,0.0,0.0,0.0,513.0,512.0,0.0,378.0,39.0,2.0,1762176135269.0,neutral
14.0,0.0,0.0,0.0,0.0,514.0,514.0,0.0,369.0,39.0,2.0,1762176135270.0,neutral
15.0,0.0,0.0,0.0,0.0,512.0,515.0,0.0,359.0,39.0,2.0,1762176135271.0,neutral
0.0,0.0,0.0,0.0,0.0,509.0,513.0,0.0,344.0,39.0,2.0,1762176135272.0,neutral
1.0,0.0,0.0,0.0,0.0,504.0,514.0,0.0,346.0,39.0,2.0,1762176135273.0,neutral
2.0,0.0,0.0,0.0,0.0,511.0,515.0,0.0,330.0,39.0,2.0,1762176135274.0,neutral
3.0,0.0,0.0,0.0,0.0,516.0,515.0,0.0,316.0,39.0,2.0,1762176135275.0,neutral
4.0,0.0,0.0,0.0,0.0,508.0,515.0,0.0,299.0,38.0,2.0,1762176135276.0,neutral
5.0,0.0,0.0,0.0,0.0,504.0,513.0,0.0,279.0,39.0,2.0,1762176135277.0,neutral
6.0,0.0,0.0,0.0,0.0,502.0,511.0,0.0,274.0,39.0,2.0,1762176135278.0,neutral
7.0,0.0,0.0,0.0,0.0,506.0,512.0,0.0,285.0,39.0,2.0,1762176135279.0,neutral
8.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,304.0,39.0,2.0,1762176135280.0,neutral
9.0,0.0,0.0,0.0,0.0,505.0,511.0,0.0,330.0,39.0,2.0,1762176135281.0,neutral
10.0,0.0,0.0,0.0,0.0,512.0,514.0,0.0,362.0,39.0,2.0,1762176135282.0,neutral
11.0,0.0,0.0,0.0,0.0,510.0,515.0,0.0,396.0,38.0,2.0,1762176135283.0,neutral
12.0,0.0,0.0,0.0,0.0,507.0,510.0,0.0,420.0,39.0,2.0,1762176135284.0,neutral
13.0,0.0,0.0,0.0,0.0,516.0,510.0,0.0,423.0,39.0,2.0,1762176135285.0,neutral
14.0,0.0,0.0,0.0,0.0,512.0,510.0,0.0,413.0,39.0,2.0,1762176135286.0,neutral
15.0,0.0,0.0,0.0,0.0,509.0,510.0,0.0,394.0,39.0,2.0,1762176135287.0,neutral
0.0,0.0,0.0,0.0,0.0,515.0,510.0,0.0,385.0,39.0,2.0,1762176135288.0,neutral
1.0,0.0,0.0,0.0,0.0,515.0,512.0,0.0,376.0,39.0,2.0,1762176135289.0,neutral
2.0,0.0,0.0,0.0,0.0,510.0,512.0,0.0,370.0,39.0,2.0,1762176135290.0,neutral
3.0,0.0,0.0,0.0,0.0,505.0,511.0,0.0,377.0,39.0,2.0,1762176135291.0,neutral
4.0,0.0,0.0,0.0,0.0,503.0,511.0,0.0,394.0,39.0,2.0,1762176135292.0,neutral
5.0,0.0,0.0,0.0,0.0,505.0,511.0,0.0,420.0,39.0,2.0,1762176135293.0,neutral
6.0,0.0,0.0,0.0,0.0,508.0,513.0,0.0,454.0,39.0,2.0,1762176135294.0,neutral
7.0,0.0,0.0,0.0,0.0,514.0,513.0,0.0,483.0,39.0,2.0,1762176135295.0,neutral
8.0,0.0,0.0,0.0,0.0,513.0,512.0,1.0,501.0,39.0,2.0,1762176135296.0,neutral
9.0,0.0,0.0,0.0,0.0,510.0,512.0,0.0,512.0,39.0,2.0,1762176135297.0,neutral
10.0,0.0,0.0,0.0,0.0,508.0,511.0,0.0,527.0,39.0,2.0,1762176135298.0,neutral
11.0,0.0,0.0,0.0,0.0,511.0,513.0,0.0,504.0,39.0,2.0,1762176135299.0,neutral
12.0,0.0,0.0,0.0,0.0,510.0,512.0,1.0,475.0,39.0,2.0,1762176135300.0,neutral
13.0,0.0,0.0,0.0,0.0,509.0,510.0,0.0,435.0,39.0,2.0,1762176135301.0,neutral
14.0,0.0,0.0,0.0,0.0,512.0,511.0,0.0,400.0,39.0,2.0,1762176135302.0,neutral
15.0,0.0,0.0,0.0,0.0,512.0,513.0,0.0,383.0,39.0,2.0,1762176135303.0,neutral
0.0,0.0,0.0,0.0,0.0,516.0,512.0,0.0,376.0,39.0,2.0,1762176135304.0,neutral
1.0,0.0,0.0,0.0,0.0,511.0,511.0,0.0,378.0,39.0,2.0,1762176135305.0,neutral
2.0,0.0,0.0,0.0,0.0,511.0,512.0,0.0,380.0,39.0,2.0,1762176135306.0,neutral
3.0,0.0,0.0,0.0,0.0,507.0,513.0,0.0,384.0,39.0,2.0,1762176135307.0,neutral
4.0,0.0,0.0,0.0,0.0,510.0,514.0,1.0,390.0,39.0,2.0,1762176135308.0,neutral
5.0,0.0,0.0,0.0,0.0,509.0,513.0,0.0,391.0,39.0,2.0,1762176135309.0,neutral
6.0,0.0,0.0,0.0,0.0,516.0,512.0,0.0,391.0,39.0,2.0,1762176135310.0,neutral
7.0,0.0,0.0,0.0,0.0,503.0,513.0,0.0,391.0,39.0,2.0,1762176135311.0,neutral
8.0,0.0,0.0,0.0,0.0,509.0,510.0,0.0,388.0,39.0,2.0,1762176135312.0,neutral
9.0,0.0,0.0,0.0,0.0,513.0,510.0,0.0,373.0,39.0,2.0,1762176135313.0,neutral
10.0,0.0,0.0,0.0,0.0,509.0,512.0,0.0,340.0,39.0,2.0,1762176135314.0,neutral
11.0,0.0,0.0,0.0,0.0,504.0,513.0,0.0,312.0,39.0,2.0,1762176135315.0,neutral
12.0,0.0,0.0,0.0,0.0,508.0,511.0,0.0,288.0,38.0,2.0,1762176135316.0,neutral
13.0,0.0,0.0,0.0,0.0,512.0,511.0,0.0,288.0,39.0,2.0,1762176135317.0,neutral
14.0,0.0,0.0,0.0,0.0,513.0,510.0,0.0,298.0,39.0,2.0,1762176135318.0,neutral
15.0,0.0,0.0,0.0,0.0,506.0,512.0,0.0,315.0,39.0,2.0,1762176135319.0,neutral
0.0,0.0,0.0,0.0,0.0,512.0,511.0,0.0,341.0,39.0,2.0,1762176135320.0,neutral
1.0,0.0,0.0,0.0,0.0,507.0,510.0,0.0,372.0,39.0,2.0,1762176135321.0,neutral
2.0,0.0,0.0,0.0,0.0,509.0,510.0,0.0,411.0,39.0,2.0,1762176135322.0,neutral
3.0,0.0,0.0,0.0,0.0,515.0,512.0,0.0,442.0,38.0,2.0,1762176135323.0,neutral
4.0,0.0,0.0,0.0,0.0,508.0,514.0,1.0,461.0,39.0,2.0,1762176135324.0,neutral
5.0,0.0,0.0,0.0,0.0,513.0,512.0,0.0,472.0,39.0,2.0,1762176135325.0,neutral
6.0,0.0,0.0,0.0,0.0,508.0,512.0,0.0,483.0,39.0,2.0,1762176135326.0,neutral
7.0,0.0,0.0,0.0,0.0,506.0,512.0,0.0,501.0,39.0,2.0,1762176135327.0,neutral
8.0,0.0,0.0,0.0,0.0,512.0,511.0,0.0,502.0,39.0,2.0,1762176135328.0,neutral
9.0,0.0,0.0,0.0,0.0,510.0,510.0,0.0,508.0,39.0,2.0,1762176135329.0,neutral
10.0,0.0,0.0,0.0,0.0,512.0,510.0,0.0,510.0,39.0,2.0,1762176135330.0,neutral
11.0,0.0,0.0,0.0,0.0,510.0,510.0,0.0,510.0,38.0,2.0,1762176135331.0,neutral
12.0,0.0,0.0,0.0,0.0,511.0,512.0,1.0,513.0,39.0,2.0,1762176135332.0,neutral
13.0,0.0,0.0,0.0,0.0,511.0,510.0,0.0,527.0,39.0,2.0,1762176135333.0,neutral
14.0,0.0,0.0,0.0,0.0,504.0,511.0,0.0,524.0,39.0,2.0,1762176135334.0,neutral
15.0,0.0,0.0,0.0,0.0,512.0,511.0,0.0,523.0,39.0,2.0,1762176135335.0,neutral
0.0,0.0,0.0,0.0,0.0,515.0,511.0,1.0,522.0,39.0,2.0,1762176135336.0,neutral
1.0,0.0,0.0,0.0,0.0,520.0,510.0,0.0,516.0,39.0,2.0,1762176135337.0,neutral
2.0,0.0,0.0,0.0,0.0,508.0,512.0,0.0,513.0,39.0,2.0,1762176135338.0,neutral
3.0,0.0,0.0,0.0,0.0,512.0,513.0,0.0,494.0,39.0,2.0,1762176135339.0,neutral
4.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,489.0,38.0,2.0,1762176135340.0,neutral
5.0,0.0,0.0,0.0,0.0,507.0,511.0,0.0,483.0,39.0,2.0,1762176135341.0,neutral
6.0,0.0,0.0,0.0,0.0,505.0,512.0,0.0,482.0,39.0,2.0,1762176135342.0,neutral
7.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,494.0,39.0,2.0,1762176135343.0,neutral
8.0,0.0,0.0,0.0,0.0,505.0,510.0,0.0,507.0,39.0,2.0,1762176135344.0,neutral
9.0,0.0,0.0,0.0,0.0,503.0,511.0,0.0,509.0,39.0,2.0,1762176135345.0,neutral
10.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,517.0,39.0,2.0,1762176135346.0,neutral
11.0,0.0,0.0,0.0,0.0,514.0,512.0,0.0,527.0,39.0,2.0,1762176135347.0,neutral
12.0,0.0,0.0,0.0,0.0,510.0,512.0,1.0,530.0,39.0,2.0,1762176135348.0,neutral
13.0,0.0,0.0,0.0,0.0,515.0,511.0,0.0,518.0,39.0,2.0,1762176135349.0,neutral
14.0,0.0,0.0,0.0,0.0,507.0,511.0,0.0,499.0,39.0,2.0,1762176135350.0,neutral
15.0,0.0,0.0,0.0,0.0,507.0,512.0,0.0,483.0,39.0,2.0,1762176135351.0,neutral
0.0,0.0,0.0,0.0,0.0,512.0,513.0,1.0,472.0,39.0,2.0,1762176135352.0,neutral
1.0,0.0,0.0,0.0,0.0,504.0,512.0,0.0,471.0,39.0,2.0,1762176135353.0,neutral
2.0,0.0,0.0,0.0,0.0,508.0,512.0,0.0,487.0,39.0,2.0,1762176135354.0,neutral
3.0,0.0,0.0,0.0,0.0,515.0,513.0,0.0,510.0,39.0,2.0,1762176135355.0,neutral
4.0,0.0,0.0,0.0,0.0,515.0,513.0,0.0,529.0,38.0,2.0,1762176135356.0,neutral
5.0,0.0,0.0,0.0,0.0,518.0,514.0,0.0,539.0,39.0,2.0,1762176135357.0,neutral
6.0,0.0,0.0,0.0,0.0,510.0,514.0,0.0,550.0,39.0,2.0,1762176135358.0,neutral
7.0,0.0,0.0,0.0,0.0,511.0,515.0,0.0,558.0,39.0,2.0,1762176135359.0,neutral
8.0,0.0,0.0,0.0,0.0,511.0,515.0,0.0,561.0,39.0,2.0,1762176135360.0,neutral
9.0,0.0,0.0,0.0,0.0,507.0,513.0,0.0,560.0,39.0,2.0,1762176135361.0,neutral
10.0,0.0,0.0,0.0,0.0,499.0,515.0,0.0,567.0,39.0,2.0,1762176135362.0,neutral
11.0,0.0,0.0,0.0,0.0,504.0,513.0,0.0,574.0,39.0,2.0,1762176135363.0,neutral
12.0,0.0,0.0,0.0,0.0,512.0,515.0,1.0,583.0,39.0,2.0,1762176135364.0,neutral
13.0,0.0,0.0,0.0,0.0,503.0,515.0,0.0,567.0,39.0,2.0,1762176135365.0,neutral
14.0,0.0,0.0,0.0,0.0,513.0,514.0,0.0,571.0,39.0,2.0,1762176135366.0,neutral
15.0,0.0,0.0,0.0,0.0,508.0,513.0,0.0,544.0,39.0,2.0,1762176135367.0,neutral
0.0,0.0,0.0,0.0,0.0,515.0,512.0,0.0,535.0,39.0,2.0,1762176135368.0,neutral
1.0,0.0,0.0,0.0,0.0,513.0,512.0,0.0,520.0,39.0,2.0,1762176135369.0,neutral
2.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,515.0,38.0,2.0,1762176135370.0,neutral
3.0,0.0,0.0,0.0,0.0,515.0,511.0,0.0,522.0,38.0,2.0,1762176135371.0,neutral
4.0,0.0,0.0,0.0,0.0,517.0,513.0,1.0,525.0,39.0,2.0,1762176135372.0,neutral
5.0,0.0,0.0,0.0,0.0,511.0,514.0,0.0,539.0,39.0,2.0,1762176135373.0,neutral
6.0,0.0,0.0,0.0,0.0,510.0,514.0,0.0,551.0,39.0,2.0,1762176135374.0,neutral
7.0,0.0,0.0,0.0,0.0,511.0,513.0,0.0,550.0,39.0,2.0,1762176135375.0,neutral
8.0,0.0,0.0,0.0,0.0,511.0,513.0,0.0,534.0,39.0,2.0,1762176135376.0,neutral
9.0,0.0,0.0,0.0,0.0,502.0,513.0,0.0,512.0,39.0,2.0,1762176135377.0,neutral
10.0,0.0,0.0,0.0,0.0,507.0,514.0,0.0,481.0,39.0,2.0,1762176135378.0,neutral
11.0,0.0,0.0,0.0,0.0,513.0,512.0,0.0,446.0,39.0,2.0,1762176135379.0,neutral
12.0,0.0,0.0,0.0,0.0,510.0,513.0,1.0,419.0,39.0,2.0,1762176135380.0,neutral
13.0,0.0,0.0,0.0,0.0,506.0,511.0,0.0,412.0,39.0,2.0,1762176135381.0,neutral
14.0,0.0,0.0,0.0,0.0,506.0,511.0,0.0,419.0,39.0,2.0,1762176135382.0,neutral
15.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,439.0,39.0,2.0,1762176135383.0,neutral
0.0,0.0,0.0,0.0,0.0,517.0,513.0,1.0,462.0,39.0,2.0,1762176135384.0,neutral
1.0,0.0,0.0,0.0,0.0,513.0,511.0,0.0,484.0,39.0,2.0,1762176135385.0,neutral
2.0,0.0,0.0,0.0,0.0,512.0,513.0,0.0,503.0,39.0,2.0,1762176135386.0,neutral
3.0,0.0,0.0,0.0,0.0,515.0,513.0,0.0,510.0,39.0,2.0,1762176135387.0,neutral
4.0,0.0,0.0,0.0,0.0,512.0,512.0,1.0,498.0,39.0,2.0,1762176135388.0,neutral
5.0,0.0,0.0,0.0,0.0,510.0,512.0,0.0,477.0,39.0,2.0,1762176135389.0,neutral
6.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,454.0,39.0,2.0,1762176135390.0,neutral
7.0,0.0,0.0,0.0,0.0,513.0,511.0,0.0,445.0,39.0,2.0,1762176135391.0,neutral
8.0,0.0,0.0,0.0,0.0,507.0,511.0,1.0,439.0,39.0,2.0,1762176135392.0,neutral
9.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,443.0,39.0,2.0,1762176135393.0,neutral
10.0,0.0,0.0,0.0,0.0,508.0,512.0,0.0,452.0,39.0,2.0,1762176135394.0,neutral
11.0,0.0,0.0,0.0,0.0,501.0,512.0,0.0,467.0,39.0,2.0,1762176135395.0,neutral
12.0,0.0,0.0,0.0,0.0,511.0,512.0,1.0,485.0,39.0,2.0,1762176135396.0,neutral
13.0,0.0,0.0,0.0,0.0,512.0,511.0,0.0,507.0,39.0,2.0,1762176135397.0,neutral
14.0,0.0,0.0,0.0,0.0,512.0,510.0,0.0,523.0,39.0,2.0,1762176135398.0,neutral
15.0,0.0,0.0,0.0,0.0,508.0,510.0,0.0,534.0,39.0,2.0,1762176135399.0,neutral
0.0,0.0,0.0,0.0,0.0,509.0,511.0,1.0,531.0,39.0,2.0,1762176135400.0,neutral
1.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,513.0,39.0,2.0,1762176135401.0,neutral
2.0,0.0,0.0,0.0,0.0,510.0,513.0,0.0,491.0,39.0,2.0,1762176135402.0,neutral
3.0,0.0,0.0,0.0,0.0,507.0,514.0,0.0,472.0,39.0,2.0,1762176135403.0,neutral
4.0,0.0,0.0,0.0,0.0,512.0,513.0,1.0,451.0,39.0,2.0,1762176135404.0,neutral
5.0,0.0,0.0,0.0,0.0,519.0,513.0,0.0,439.0,39.0,2.0,1762176135405.0,neutral
6.0,0.0,0.0,0.0,0.0,515.0,515.0,0.0,430.0,39.0,2.0,1762176135406.0,neutral
7.0,0.0,0.0,0.0,0.0,510.0,516.0,0.0,430.0,39.0,2.0,1762176135407.0,neutral
8.0,0.0,0.0,0.0,0.0,507.0,514.0,0.0,434.0,39.0,2.0,1762176135408.0,neutral
9.0,0.0,0.0,0.0,0.0,512.0,513.0,0.0,435.0,39.0,2.0,1762176135409.0,neutral
10.0,0.0,0.0,0.0,0.0,510.0,515.0,0.0,431.0,39.0,2.0,1762176135410.0,neutral
11.0,0.0,0.0,0.0,0.0,509.0,517.0,0.0,430.0,39.0,2.0,1762176135411.0,neutral
12.0,0.0,0.0,0.0,0.0,511.0,518.0,1.0,425.0,39.0,2.0,1762176135412.0,neutral
13.0,0.0,0.0,0.0,0.0,504.0,516.0,0.0,417.0,39.0,2.0,1762176135413.0,neutral
14.0,0.0,0.0,0.0,0.0,507.0,514.0,0.0,403.0,39.0,2.0,1762176135414.0,neutral
15.0,0.0,0.0,0.0,0.0,502.0,513.0,0.0,398.0,39.0,2.0,1762176135415.0,neutral
0.0,0.0,0.0,0.0,0.0,505.0,512.0,1.0,397.0,38.0,2.0,1762176135416.0,neutral
1.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,410.0,39.0,2.0,1762176135417.0,neutral
2.0,0.0,0.0,0.0,0.0,516.0,512.0,0.0,428.0,39.0,2.0,1762176135418.0,neutral
3.0,0.0,0.0,0.0,0.0,514.0,513.0,0.0,448.0,38.0,2.0,1762176135419.0,neutral
4.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,467.0,39.0,2.0,1762176135420.0,neutral
5.0,0.0,0.0,0.0,0.0,511.0,511.0,0.0,481.0,39.0,2.0,1762176135421.0,neutral
6.0,0.0,0.0,0.0,0.0,507.0,512.0,0.0,490.0,39.0,2.0,1762176135422.0,neutral
7.0,0.0,0.0,0.0,0.0,502.0,511.0,0.0,487.0,39.0,2.0,1762176135423.0,neutral
8.0,0.0,0.0,0.0,0.0,510.0,512.0,1.0,476.0,38.0,2.0,1762176135424.0,neutral
9.0,0.0,0.0,0.0,0.0,511.0,510.0,0.0,460.0,39.0,2.0,1762176135425.0,neutral
10.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,453.0,39.0,2.0,1762176135426.0,neutral
11.0,0.0,0.0,0.0,0.0,511.0,511.0,0.0,432.0,39.0,2.0,1762176135427.0,neutral
12.0,0.0,0.0,0.0,0.0,512.0,511.0,0.0,443.0,38.0,2.0,1762176135428.0,neutral
13.0,0.0,0.0,0.0,0.0,508.0,512.0,0.0,470.0,39.0,2.0,1762176135429.0,neutral
14.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,497.0,39.0,2.0,1762176135430.0,neutral
15.0,0.0,0.0,0.0,0.0,516.0,511.0,0.0,516.0,39.0,2.0,1762176135431.0,neutral
0.0,0.0,0.0,0.0,0.0,507.0,511.0,1.0,519.0,39.0,2.0,1762176135432.0,neutral
1.0,0.0,0.0,0.0,0.0,508.0,511.0,0.0,505.0,39.0,2.0,1762176135433.0,neutral
2.0,0.0,0.0,0.0,0.0,507.0,511.0,0.0,486.0,39.0,2.0,1762176135434.0,neutral
3.0,0.0,0.0,0.0,0.0,515.0,509.0,0.0,473.0,39.0,2.0,1762176135435.0,neutral
4.0,0.0,0.0,0.0,0.0,515.0,509.0,0.0,461.0,38.0,2.0,1762176135436.0,neutral
5.0,0.0,0.0,0.0,0.0,511.0,509.0,0.0,449.0,39.0,2.0,1762176135437.0,neutral
6.0,0.0,0.0,0.0,0.0,512.0,508.0,0.0,432.0,39.0,2.0,1762176135438.0,neutral
7.0,0.0,0.0,0.0,0.0,509.0,509.0,0.0,416.0,39.0,2.0,1762176135439.0,neutral
8.0,0.0,0.0,0.0,0.0,517.0,510.0,1.0,401.0,39.0,2.0,1762176135440.0,neutral
9.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,404.0,39.0,2.0,1762176135441.0,neutral
10.0,0.0,0.0,0.0,0.0,513.0,513.0,0.0,404.0,39.0,2.0,1762176135442.0,neutral
11.0,0.0,0.0,0.0,0.0,500.0,514.0,0.0,416.0,38.0,2.0,1762176135443.0,neutral
12.0,0.0,0.0,0.0,0.0,500.0,512.0,0.0,437.0,38.0,2.0,1762176135444.0,neutral
13.0,0.0,0.0,0.0,0.0,507.0,511.0,0.0,455.0,39.0,2.0,1762176135445.0,neutral
14.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,469.0,39.0,2.0,1762176135446.0,neutral
15.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,481.0,38.0,2.0,1762176135447.0,neutral
0.0,0.0,0.0,0.0,0.0,511.0,511.0,0.0,496.0,39.0,2.0,1762176135448.0,neutral
1.0,0.0,0.0,0.0,0.0,513.0,511.0,0.0,520.0,39.0,2.0,1762176135449.0,neutral
2.0,0.0,0.0,0.0,0.0,512.0,511.0,0.0,543.0,39.0,2.0,1762176135450.0,neutral
3.0,0.0,0.0,0.0,0.0,516.0,513.0,0.0,556.0,38.0,2.0,1762176135451.0,neutral
4.0,0.0,0.0,0.0,0.0,510.0,515.0,0.0,570.0,39.0,2.0,1762176135452.0,neutral
5.0,0.0,0.0,0.0,0.0,504.0,514.0,0.0,579.0,39.0,2.0,1762176135453.0,neutral
6.0,0.0,0.0,0.0,0.0,514.0,512.0,0.0,583.0,39.0,2.0,1762176135454.0,neutral
7.0,0.0,0.0,0.0,0.0,508.0,512.0,0.0,594.0,39.0,2.0,1762176135455.0,neutral
8.0,0.0,0.0,0.0,0.0,513.0,513.0,1.0,595.0,38.0,2.0,1762176135456.0,neutral
9.0,0.0,0.0,0.0,0.0,511.0,512.0,0.0,592.0,39.0,2.0,1762176135457.0,neutral
10.0,0.0,0.0,0.0,0.0,514.0,513.0,0.0,585.0,39.0,2.0,1762176135458.0,neutral
11.0,0.0,0.0,0.0,0.0,505.0,513.0,0.0,583.0,39.0,2.0,1762176135459.0,neutral
12.0,0.0,0.0,0.0,0.0,509.0,512.0,0.0,591.0,38.0,2.0,1762176135460.0,neutral
13.0,0.0,0.0,0.0,0.0,507.0,511.0,0.0,600.0,39.0,2.0,1762176135461.0,neutral
14.0,0.0,0.0,0.0,0.0,505.0,513.0,0.0,601.0,39.0,2.0,1762176135462.0,neutral
15.0,0.0,0.0,0.0,0.0,507.0,513.0,0.0,603.0,38.0,2.0,1762176135463.0,neutral
0.0,0.0,0.0,0.0,0.0,501.0,512.0,0.0,631.0,38.0,2.0,1762176135464.0,neutral
1.0,0.0,0.0,0.0,0.0,512.0,510.0,0.0,620.0,39.0,2.0,1762176135465.0,neutral
2.0,0.0,0.0,0.0,0.0,517.0,510.0,0.0,614.0,39.0,2.0,1762176135466.0,neutral
3.0,0.0,0.0,0.0,0.0,517.0,512.0,0.0,589.0,38.0,2.0,1762176135467.0,neutral
4.0,0.0,0.0,0.0,0.0,514.0,512.0,1.0,554.0,39.0,2.0,1762176135468.0,neutral
5.0,0.0,0.0,0.0,0.0,513.0,512.0,0.0,527.0,39.0,2.0,1762176135469.0,neutral
6.0,0.0,0.0,0.0,0.0,511.0,511.0,0.0,500.0,39.0,2.0,1762176135470.0,neutral
7.0,0.0,0.0,0.0,0.0,513.0,510.0,0.0,476.0,39.0,2.0,1762176135471.0,neutral
8.0,0.0,0.0,0.0,0.0,510.0,510.0,1.0,463.0,38.0,2.0,1762176135472.0,neutral
9.0,0.0,0.0,0.0,0.0,512.0,509.0,0.0,466.0,39.0,2.0,1762176135473.0,neutral
10.0,0.0,0.0,0.0,0.0,510.0,510.0,0.0,478.0,39.0,2.0,1762176135474.0,neutral
11.0,0.0,0.0,0.0,0.0,511.0,511.0,0.0,502.0,39.0,2.0,1762176135475.0,neutral
