nSeq,I1,I2,O1,O2,A1,A2,A3,A4,A5,A6,timestamp_epoch_ms,classification
0.0,0.0,0.0,0.0,0.0,509.0,513.0,0.0,619.0,39.0,2.0,1762176127976.0,neutral
1.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,609.0,39.0,2.0,1762176127977.0,neutral
2.0,0.0,0.0,0.0,0.0,508.0,513.0,0.0,596.0,39.0,2.0,1762176127978.0,neutral
3.0,0.0,0.0,0.0,0.0,507.0,512.0,0.0,588.0,39.0,2.0,1762176127979.0,neutral
4.0,0.0,0.0,0.0,0.0,505.0,512.0,1.0,584.0,39.0,2.0,1762176127980.0,neutral
5.0,0.0,0.0,0.0,0.0,507.0,513.0,0.0,582.0,39.0,2.0,1762176127981.0,neutral
6.0,0.0,0.0,0.0,0.0,516.0,514.0,0.0,587.0,39.0,2.0,1762176127982.0,neutral
7.0,0.0,0.0,0.0,0.0,513.0,515.0,0.0,593.0,39.0,2.0,1762176127983.0,neutral
8.0,0.0,0.0,0.0,0.0,515.0,514.0,0.0,589.0,39.0,2.0,1762176127984.0,neutral
9.0,0.0,0.0,0.0,0.0,515.0,512.0,0.0,574.0,39.0,2.0,1762176127985.0,neutral
10.0,0.0,0.0,0.0,0.0,512.0,515.0,0.0,555.0,39.0,2.0,1762176127986.0,neutral
11.0,0.0,0.0,0.0,0.0,503.0,514.0,0.0,530.0,39.0,2.0,1762176127987.0,neutral
12.0,0.0,0.0,0.0,0.0,513.0,513.0,0.0,509.0,39.0,2.0,1762176127988.0,neutral
13.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,513.0,39.0,2.0,1762176127989.0,neutral
14.0,0.0,0.0,0.0,0.0,505.0,511.0,0.0,511.0,39.0,2.0,1762176127990.0,neutral
15.0,0.0,0.0,0.0,0.0,510.0,512.0,0.0,519.0,39.0,2.0,1762176127991.0,neutral
0.0,0.0,0.0,0.0,0.0,507.0,512.0,1.0,527.0,38.0,2.0,1762176127992.0,neutral
1.0,0.0,0.0,0.0,0.0,511.0,511.0,0.0,537.0,39.0,2.0,1762176127993.0,neutral
2.0,0.0,0.0,0.0,0.0,501.0,510.0,0.0,546.0,39.0,2.0,1762176127994.0,neutral
3.0,0.0,0.0,0.0,0.0,513.0,511.0,0.0,546.0,39.0,2.0,1762176127995.0,neutral
4.0,0.0,0.0,0.0,0.0,511.0,510.0,1.0,539.0,38.0,2.0,1762176127996.0,neutral
5.0,0.0,0.0,0.0,0.0,516.0,510.0,0.0,539.0,39.0,2.0,1762176127997.0,neutral
6.0,0.0,0.0,0.0,0.0,512.0,511.0,0.0,536.0,39.0,2.0,1762176127998.0,neutral
7.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,533.0,39.0,2.0,1762176127999.0,neutral
8.0,0.0,0.0,0.0,0.0,512.0,514.0,1.0,520.0,39.0,2.0,1762176128000.0,neutral
9.0,0.0,0.0,0.0,0.0,516.0,513.0,0.0,503.0,39.0,2.0,1762176128001.0,neutral
10.0,0.0,0.0,0.0,0.0,510.0,513.0,0.0,486.0,39.0,2.0,1762176128002.0,neutral
11.0,0.0,0.0,0.0,0.0,515.0,514.0,0.0,471.0,39.0,2.0,1762176128003.0,neutral
12.0,0.0,0.0,0.0,0.0,516.0,514.0,1.0,456.0,38.0,2.0,1762176128004.0,neutral
13.0,0.0,0.0,0.0,0.0,504.0,514.0,0.0,450.0,39.0,2.0,1762176128005.0,neutral
14.0,0.0,0.0,0.0,0.0,511.0,514.0,0.0,451.0,39.0,2.0,1762176128006.0,neutral
15.0,0.0,0.0,0.0,0.0,507.0,513.0,0.0,467.0,39.0,2.0,1762176128007.0,neutral
0.0,0.0,0.0,0.0,0.0,510.0,513.0,0.0,470.0,39.0,2.0,1762176128008.0,neutral
1.0,0.0,0.0,0.0,0.0,506.0,513.0,0.0,479.0,39.0,2.0,1762176128009.0,neutral
2.0,0.0,0.0,0.0,0.0,511.0,513.0,0.0,488.0,39.0,2.0,1762176128010.0,neutral
3.0,0.0,0.0,0.0,0.0,511.0,513.0,0.0,502.0,39.0,2.0,1762176128011.0,neutral
4.0,0.0,0.0,0.0,0.0,508.0,514.0,1.0,522.0,39.0,2.0,1762176128012.0,neutral
5.0,0.0,0.0,0.0,0.0,507.0,512.0,0.0,535.0,39.0,2.0,1762176128013.0,neutral
6.0,0.0,0.0,0.0,0.0,507.0,510.0,0.0,537.0,39.0,2.0,1762176128014.0,neutral
7.0,0.0,0.0,0.0,0.0,508.0,510.0,0.0,532.0,39.0,2.0,1762176128015.0,neutral
8.0,0.0,0.0,0.0,0.0,508.0,508.0,1.0,519.0,39.0,2.0,1762176128016.0,neutral
9.0,0.0,0.0,0.0,0.0,506.0,510.0,0.0,509.0,39.0,2.0,1762176128017.0,neutral
10.0,0.0,0.0,0.0,0.0,518.0,511.0,0.0,501.0,39.0,2.0,1762176128018.0,neutral
11.0,0.0,0.0,0.0,0.0,516.0,512.0,0.0,491.0,39.0,2.0,1762176128019.0,neutral
12.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,473.0,38.0,2.0,1762176128020.0,neutral
13.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,461.0,39.0,2.0,1762176128021.0,neutral
14.0,0.0,0.0,0.0,0.0,515.0,511.0,0.0,457.0,38.0,2.0,1762176128022.0,neutral
15.0,0.0,0.0,0.0,0.0,511.0,511.0,0.0,465.0,38.0,2.0,1762176128023.0,neutral
0.0,0.0,0.0,0.0,0.0,514.0,512.0,1.0,480.0,38.0,2.0,1762176128024.0,neutral
1.0,0.0,0.0,0.0,0.0,509.0,512.0,0.0,489.0,39.0,2.0,1762176128025.0,neutral
2.0,0.0,0.0,0.0,0.0,511.0,512.0,0.0,499.0,39.0,2.0,1762176128026.0,neutral
3.0,0.0,0.0,0.0,0.0,508.0,513.0,0.0,512.0,39.0,2.0,1762176128027.0,neutral
4.0,0.0,0.0,0.0,0.0,518.0,512.0,0.0,526.0,39.0,2.0,1762176128028.0,neutral
5.0,0.0,0.0,0.0,0.0,504.0,512.0,0.0,525.0,39.0,2.0,1762176128029.0,neutral
6.0,0.0,0.0,0.0,0.0,507.0,512.0,0.0,512.0,39.0,2.0,1762176128030.0,neutral
7.0,0.0,0.0,0.0,0.0,511.0,513.0,0.0,501.0,39.0,2.0,1762176128031.0,neutral
8.0,0.0,0.0,0.0,0.0,503.0,512.0,1.0,501.0,39.0,2.0,1762176128032.0,neutral
9.0,0.0,0.0,0.0,0.0,509.0,513.0,0.0,507.0,39.0,2.0,1762176128033.0,neutral
10.0,0.0,0.0,0.0,0.0,511.0,514.0,0.0,513.0,39.0,2.0,1762176128034.0,neutral
11.0,0.0,0.0,0.0,0.0,516.0,513.0,0.0,527.0,39.0,2.0,1762176128035.0,neutral
12.0,0.0,0.0,0.0,0.0,517.0,515.0,1.0,537.0,39.0,2.0,1762176128036.0,neutral
13.0,0.0,0.0,0.0,0.0,512.0,514.0,0.0,541.0,39.0,2.0,1762176128037.0,neutral
14.0,0.0,0.0,0.0,0.0,513.0,513.0,0.0,547.0,39.0,2.0,1762176128038.0,neutral
15.0,0.0,0.0,0.0,0.0,518.0,514.0,0.0,550.0,39.0,2.0,1762176128039.0,neutral
0.0,0.0,0.0,0.0,0.0,512.0,514.0,1.0,543.0,39.0,2.0,1762176128040.0,neutral
1.0,0.0,0.0,0.0,0.0,507.0,513.0,0.0,536.0,39.0,2.0,1762176128041.0,neutral
2.0,0.0,0.0,0.0,0.0,509.0,513.0,0.0,532.0,39.0,2.0,1762176128042.0,neutral
3.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,523.0,39.0,2.0,1762176128043.0,neutral
4.0,0.0,0.0,0.0,0.0,508.0,513.0,1.0,527.0,38.0,2.0,1762176128044.0,neutral
5.0,0.0,0.0,0.0,0.0,509.0,513.0,0.0,543.0,39.0,2.0,1762176128045.0,neutral
6.0,0.0,0.0,0.0,0.0,500.0,510.0,0.0,550.0,39.0,2.0,1762176128046.0,neutral
7.0,0.0,0.0,0.0,0.0,507.0,512.0,0.0,555.0,39.0,2.0,1762176128047.0,neutral
8.0,0.0,0.0,0.0,0.0,513.0,510.0,0.0,547.0,39.0,2.0,1762176128048.0,neutral
9.0,0.0,0.0,0.0,0.0,510.0,512.0,0.0,540.0,39.0,2.0,1762176128049.0,neutral
10.0,0.0,0.0,0.0,0.0,513.0,514.0,0.0,537.0,39.0,2.0,1762176128050.0,neutral
11.0,0.0,0.0,0.0,0.0,513.0,513.0,0.0,541.0,38.0,2.0,1762176128051.0,neutral
12.0,0.0,0.0,0.0,0.0,510.0,513.0,1.0,550.0,39.0,2.0,1762176128052.0,neutral
13.0,0.0,0.0,0.0,0.0,517.0,512.0,0.0,556.0,39.0,2.0,1762176128053.0,neutral
14.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,551.0,39.0,2.0,1762176128054.0,neutral
15.0,0.0,0.0,0.0,0.0,509.0,513.0,0.0,541.0,39.0,2.0,1762176128055.0,neutral
0.0,0.0,0.0,0.0,0.0,508.0,512.0,1.0,538.0,39.0,2.0,1762176128056.0,neutral
1.0,0.0,0.0,0.0,0.0,511.0,512.0,0.0,538.0,39.0,2.0,1762176128057.0,neutral
2.0,0.0,0.0,0.0,0.0,508.0,513.0,0.0,541.0,39.0,2.0,1762176128058.0,neutral
3.0,0.0,0.0,0.0,0.0,507.0,514.0,0.0,553.0,39.0,2.0,1762176128059.0,neutral
4.0,0.0,0.0,0.0,0.0,507.0,515.0,0.0,573.0,39.0,2.0,1762176128060.0,neutral
5.0,0.0,0.0,0.0,0.0,504.0,516.0,0.0,590.0,39.0,2.0,1762176128061.0,neutral
6.0,0.0,0.0,0.0,0.0,513.0,515.0,0.0,604.0,39.0,2.0,1762176128062.0,neutral
7.0,0.0,0.0,0.0,0.0,515.0,514.0,0.0,621.0,39.0,2.0,1762176128063.0,neutral
8.0,0.0,0.0,0.0,0.0,513.0,511.0,0.0,638.0,39.0,2.0,1762176128064.0,neutral
9.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,644.0,39.0,2.0,1762176128065.0,neutral
10.0,0.0,0.0,0.0,0.0,510.0,513.0,0.0,643.0,39.0,2.0,1762176128066.0,neutral
11.0,0.0,0.0,0.0,0.0,509.0,514.0,0.0,627.0,38.0,2.0,1762176128067.0,neutral
12.0,0.0,0.0,0.0,0.0,515.0,515.0,1.0,608.0,39.0,2.0,1762176128068.0,neutral
13.0,0.0,0.0,0.0,0.0,511.0,515.0,0.0,605.0,39.0,2.0,1762176128069.0,neutral
14.0,0.0,0.0,0.0,0.0,514.0,515.0,0.0,602.0,39.0,2.0,1762176128070.0,neutral
15.0,0.0,0.0,0.0,0.0,511.0,514.0,0.0,599.0,39.0,2.0,1762176128071.0,neutral
0.0,0.0,0.0,0.0,0.0,508.0,512.0,0.0,591.0,39.0,2.0,1762176128072.0,neutral
1.0,0.0,0.0,0.0,0.0,511.0,512.0,0.0,580.0,39.0,2.0,1762176128073.0,neutral
2.0,0.0,0.0,0.0,0.0,514.0,513.0,0.0,573.0,39.0,2.0,1762176128074.0,neutral
3.0,0.0,0.0,0.0,0.0,510.0,514.0,0.0,569.0,38.0,2.0,1762176128075.0,neutral
4.0,0.0,0.0,0.0,0.0,507.0,515.0,1.0,568.0,39.0,2.0,1762176128076.0,neutral
5.0,0.0,0.0,0.0,0.0,508.0,513.0,0.0,576.0,39.0,2.0,1762176128077.0,neutral
6.0,0.0,0.0,0.0,0.0,510.0,514.0,0.0,587.0,39.0,2.0,1762176128078.0,neutral
7.0,0.0,0.0,0.0,0.0,508.0,515.0,0.0,592.0,39.0,2.0,1762176128079.0,neutral
8.0,0.0,0.0,0.0,0.0,508.0,516.0,0.0,591.0,38.0,2.0,1762176128080.0,neutral
9.0,0.0,0.0,0.0,0.0,505.0,515.0,0.0,587.0,39.0,2.0,1762176128081.0,neutral
10.0,0.0,0.0,0.0,0.0,513.0,515.0,0.0,586.0,39.0,2.0,1762176128082.0,neutral
11.0,0.0,0.0,0.0,0.0,516.0,513.0,0.0,581.0,39.0,2.0,1762176128083.0,neutral
12.0,0.0,0.0,0.0,0.0,513.0,515.0,0.0,573.0,38.0,2.0,1762176128084.0,neutral
13.0,0.0,0.0,0.0,0.0,509.0,513.0,0.0,565.0,39.0,2.0,1762176128085.0,neutral
14.0,0.0,0.0,0.0,0.0,515.0,515.0,0.0,568.0,38.0,2.0,1762176128086.0,neutral
15.0,0.0,0.0,0.0,0.0,516.0,515.0,0.0,576.0,39.0,2.0,1762176128087.0,neutral
0.0,0.0,0.0,0.0,0.0,510.0,514.0,0.0,591.0,39.0,2.0,1762176128088.0,neutral
1.0,0.0,0.0,0.0,0.0,507.0,515.0,0.0,607.0,39.0,2.0,1762176128089.0,neutral
2.0,0.0,0.0,0.0,0.0,510.0,515.0,0.0,621.0,39.0,2.0,1762176128090.0,neutral
3.0,0.0,0.0,0.0,0.0,508.0,517.0,0.0,637.0,39.0,2.0,1762176128091.0,neutral
4.0,0.0,0.0,0.0,0.0,510.0,515.0,1.0,652.0,39.0,2.0,1762176128092.0,neutral
5.0,0.0,0.0,0.0,0.0,510.0,512.0,0.0,660.0,39.0,2.0,1762176128093.0,neutral
6.0,0.0,0.0,0.0,0.0,510.0,514.0,0.0,666.0,39.0,2.0,1762176128094.0,neutral
7.0,0.0,0.0,0.0,0.0,509.0,514.0,0.0,663.0,39.0,2.0,1762176128095.0,neutral
8.0,0.0,0.0,0.0,0.0,509.0,512.0,1.0,652.0,39.0,2.0,1762176128096.0,neutral
9.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,653.0,39.0,2.0,1762176128097.0,neutral
10.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,659.0,39.0,2.0,1762176128098.0,neutral
11.0,0.0,0.0,0.0,0.0,515.0,512.0,0.0,659.0,39.0,2.0,1762176128099.0,neutral
12.0,0.0,0.0,0.0,0.0,510.0,512.0,0.0,647.0,39.0,2.0,1762176128100.0,neutral
13.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,643.0,39.0,2.0,1762176128101.0,neutral
14.0,0.0,0.0,0.0,0.0,509.0,513.0,0.0,638.0,39.0,2.0,1762176128102.0,neutral
15.0,0.0,0.0,0.0,0.0,510.0,514.0,0.0,643.0,39.0,2.0,1762176128103.0,neutral
0.0,0.0,0.0,0.0,0.0,513.0,515.0,1.0,654.0,39.0,2.0,1762176128104.0,neutral
1.0,0.0,0.0,0.0,0.0,507.0,513.0,0.0,655.0,39.0,2.0,1762176128105.0,neutral
2.0,0.0,0.0,0.0,0.0,510.0,513.0,0.0,650.0,39.0,2.0,1762176128106.0,neutral
3.0,0.0,0.0,0.0,0.0,508.0,514.0,0.0,638.0,39.0,2.0,1762176128107.0,neutral
4.0,0.0,0.0,0.0,0.0,505.0,514.0,1.0,627.0,38.0,2.0,1762176128108.0,neutral
5.0,0.0,0.0,0.0,0.0,508.0,512.0,0.0,616.0,39.0,2.0,1762176128109.0,neutral
6.0,0.0,0.0,0.0,0.0,508.0,513.0,0.0,607.0,39.0,2.0,1762176128110.0,neutral
7.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,597.0,39.0,2.0,1762176128111.0,neutral
8.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,589.0,39.0,2.0,1762176128112.0,neutral
9.0,0.0,0.0,0.0,0.0,509.0,512.0,0.0,590.0,39.0,2.0,1762176128113.0,neutral
10.0,0.0,0.0,0.0,0.0,508.0,513.0,0.0,590.0,39.0,2.0,1762176128114.0,neutral
11.0,0.0,0.0,0.0,0.0,512.0,515.0,0.0,588.0,39.0,2.0,1762176128115.0,neutral
12.0,0.0,0.0,0.0,0.0,511.0,514.0,1.0,587.0,39.0,2.0,1762176128116.0,neutral
13.0,0.0,0.0,0.0,0.0,515.0,512.0,0.0,584.0,39.0,2.0,1762176128117.0,neutral
14.0,0.0,0.0,0.0,0.0,512.0,513.0,0.0,584.0,39.0,2.0,1762176128118.0,neutral
15.0,0.0,0.0,0.0,0.0,515.0,515.0,0.0,587.0,39.0,2.0,1762176128119.0,neutral
0.0,0.0,0.0,0.0,0.0,515.0,512.0,0.0,591.0,39.0,2.0,1762176128120.0,neutral
1.0,0.0,0.0,0.0,0.0,507.0,511.0,0.0,586.0,39.0,2.0,1762176128121.0,neutral
2.0,0.0,0.0,0.0,0.0,511.0,511.0,0.0,583.0,39.0,2.0,1762176128122.0,neutral
3.0,0.0,0.0,0.0,0.0,519.0,512.0,0.0,583.0,39.0,2.0,1762176128123.0,neutral
4.0,0.0,0.0,0.0,0.0,506.0,512.0,0.0,585.0,38.0,2.0,1762176128124.0,neutral
5.0,0.0,0.0,0.0,0.0,510.0,512.0,0.0,582.0,39.0,2.0,1762176128125.0,neutral
6.0,0.0,0.0,0.0,0.0,513.0,514.0,0.0,570.0,39.0,2.0,1762176128126.0,neutral
7.0,0.0,0.0,0.0,0.0,511.0,514.0,0.0,556.0,38.0,2.0,1762176128127.0,neutral
8.0,0.0,0.0,0.0,0.0,505.0,512.0,1.0,542.0,39.0,2.0,1762176128128.0,neutral
9.0,0.0,0.0,0.0,0.0,502.0,513.0,0.0,544.0,39.0,2.0,1762176128129.0,neutral
10.0,0.0,0.0,0.0,0.0,501.0,512.0,0.0,541.0,39.0,2.0,1762176128130.0,neutral
11.0,0.0,0.0,0.0,0.0,508.0,513.0,0.0,525.0,38.0,2.0,1762176128131.0,neutral
12.0,0.0,0.0,0.0,0.0,515.0,512.0,1.0,507.0,38.0,2.0,1762176128132.0,neutral
13.0,0.0,0.0,0.0,0.0,510.0,512.0,0.0,493.0,39.0,2.0,1762176128133.0,neutral
14.0,0.0,0.0,0.0,0.0,513.0,512.0,0.0,483.0,39.0,2.0,1762176128134.0,neutral
15.0,0.0,0.0,0.0,0.0,517.0,511.0,0.0,479.0,39.0,2.0,1762176128135.0,neutral
0.0,0.0,0.0,0.0,0.0,516.0,512.0,1.0,479.0,39.0,2.0,1762176128136.0,neutral
1.0,0.0,0.0,0.0,0.0,508.0,511.0,0.0,482.0,39.0,2.0,1762176128137.0,neutral
2.0,0.0,0.0,0.0,0.0,513.0,512.0,0.0,487.0,39.0,2.0,1762176128138.0,neutral
3.0,0.0,0.0,0.0,0.0,508.0,512.0,0.0,484.0,39.0,2.0,1762176128139.0,neutral
4.0,0.0,0.0,0.0,0.0,508.0,511.0,1.0,475.0,38.0,2.0,1762176128140.0,neutral
5.0,0.0,0.0,0.0,0.0,511.0,512.0,0.0,461.0,39.0,2.0,1762176128141.0,neutral
6.0,0.0,0.0,0.0,0.0,510.0,511.0,0.0,455.0,39.0,2.0,1762176128142.0,neutral
7.0,0.0,0.0,0.0,0.0,501.0,512.0,0.0,455.0,39.0,2.0,1762176128143.0,neutral
8.0,0.0,0.0,0.0,0.0,506.0,508.0,1.0,460.0,39.0,2.0,1762176128144.0,neutral
9.0,0.0,0.0,0.0,0.0,508.0,508.0,0.0,463.0,39.0,2.0,1762176128145.0,neutral
10.0,0.0,0.0,0.0,0.0,514.0,509.0,0.0,469.0,39.0,2.0,1762176128146.0,neutral
11.0,0.0,0.0,0.0,0.0,505.0,509.0,0.0,466.0,39.0,2.0,1762176128147.0,neutral
12.0,0.0,0.0,0.0,0.0,514.0,508.0,0.0,470.0,39.0,2.0,1762176128148.0,neutral
13.0,0.0,0.0,0.0,0.0,507.0,508.0,0.0,467.0,39.0,2.0,1762176128149.0,neutral
14.0,0.0,0.0,0.0,0.0,509.0,509.0,0.0,466.0,39.0,2.0,1762176128150.0,neutral
15.0,0.0,0.0,0.0,0.0,510.0,509.0,0.0,464.0,39.0,2.0,1762176128151.0,neutral
0.0,0.0,0.0,0.0,0.0,525.0,511.0,1.0,456.0,39.0,2.0,1762176128152.0,neutral
1.0,0.0,0.0,0.0,0.0,515.0,511.0,0.0,456.0,39.0,2.0,1762176128153.0,neutral
2.0,0.0,0.0,0.0,0.0,513.0,511.0,0.0,455.0,39.0,2.0,1762176128154.0,neutral
3.0,0.0,0.0,0.0,0.0,501.0,512.0,0.0,449.0,39.0,2.0,1762176128155.0,neutral
4.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,443.0,39.0,2.0,1762176128156.0,neutral
5.0,0.0,0.0,0.0,0.0,512.0,511.0,0.0,441.0,39.0,2.0,1762176128157.0,neutral
6.0,0.0,0.0,0.0,0.0,511.0,511.0,0.0,441.0,39.0,2.0,1762176128158.0,neutral
7.0,0.0,0.0,0.0,0.0,509.0,513.0,0.0,438.0,39.0,2.0,1762176128159.0,neutral
8.0,0.0,0.0,0.0,0.0,506.0,517.0,1.0,430.0,39.0,2.0,1762176128160.0,neutral
9.0,0.0,0.0,0.0,0.0,505.0,516.0,0.0,426.0,39.0,2.0,1762176128161.0,neutral
10.0,0.0,0.0,0.0,0.0,506.0,515.0,0.0,426.0,39.0,2.0,1762176128162.0,neutral
11.0,0.0,0.0,0.0,0.0,512.0,513.0,0.0,423.0,39.0,2.0,1762176128163.0,neutral
12.0,0.0,0.0,0.0,0.0,515.0,509.0,0.0,423.0,38.0,2.0,1762176128164.0,neutral
13.0,0.0,0.0,0.0,0.0,511.0,508.0,0.0,423.0,39.0,2.0,1762176128165.0,neutral
14.0,0.0,0.0,0.0,0.0,512.0,508.0,0.0,433.0,39.0,2.0,1762176128166.0,neutral
15.0,0.0,0.0,0.0,0.0,515.0,510.0,0.0,444.0,39.0,2.0,1762176128167.0,neutral
0.0,0.0,0.0,0.0,0.0,504.0,508.0,1.0,452.0,39.0,2.0,1762176128168.0,neutral
1.0,0.0,0.0,0.0,0.0,512.0,508.0,0.0,460.0,39.0,2.0,1762176128169.0,neutral
2.0,0.0,0.0,0.0,0.0,519.0,509.0,0.0,462.0,39.0,2.0,1762176128170.0,neutral
3.0,0.0,0.0,0.0,0.0,512.0,510.0,0.0,453.0,39.0,2.0,1762176128171.0,neutral
4.0,0.0,0.0,0.0,0.0,514.0,508.0,1.0,446.0,39.0,2.0,1762176128172.0,neutral
5.0,0.0,0.0,0.0,0.0,506.0,507.0,0.0,446.0,39.0,2.0,1762176128173.0,neutral
6.0,0.0,0.0,0.0,0.0,508.0,508.0,0.0,443.0,39.0,2.0,1762176128174.0,neutral
7.0,0.0,0.0,0.0,0.0,506.0,512.0,0.0,432.0,39.0,2.0,1762176128175.0,neutral
8.0,0.0,0.0,0.0,0.0,508.0,512.0,0.0,415.0,39.0,2.0,1762176128176.0,neutral
9.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,410.0,39.0,2.0,1762176128177.0,neutral
10.0,0.0,0.0,0.0,0.0,511.0,513.0,0.0,408.0,39.0,2.0,1762176128178.0,neutral
11.0,0.0,0.0,0.0,0.0,508.0,513.0,0.0,412.0,39.0,2.0,1762176128179.0,neutral
12.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,425.0,38.0,2.0,1762176128180.0,neutral
13.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,438.0,39.0,2.0,1762176128181.0,neutral
14.0,0.0,0.0,0.0,0.0,510.0,510.0,0.0,441.0,39.0,2.0,1762176128182.0,neutral
15.0,0.0,0.0,0.0,0.0,504.0,511.0,0.0,432.0,39.0,2.0,1762176128183.0,neutral
0.0,0.0,0.0,0.0,0.0,511.0,512.0,1.0,424.0,39.0,2.0,1762176128184.0,neutral
1.0,0.0,0.0,0.0,0.0,515.0,511.0,0.0,427.0,39.0,2.0,1762176128185.0,neutral
2.0,0.0,0.0,0.0,0.0,518.0,512.0,0.0,429.0,39.0,2.0,1762176128186.0,neutral
3.0,0.0,0.0,0.0,0.0,516.0,513.0,0.0,417.0,39.0,2.0,1762176128187.0,neutral
4.0,0.0,0.0,0.0,0.0,510.0,513.0,0.0,399.0,38.0,2.0,1762176128188.0,neutral
5.0,0.0,0.0,0.0,0.0,505.0,512.0,0.0,385.0,39.0,2.0,1762176128189.0,neutral
6.0,0.0,0.0,0.0,0.0,511.0,511.0,0.0,388.0,39.0,2.0,1762176128190.0,neutral
7.0,0.0,0.0,0.0,0.0,515.0,510.0,0.0,403.0,39.0,2.0,1762176128191.0,neutral
8.0,0.0,0.0,0.0,0.0,508.0,509.0,0.0,414.0,39.0,2.0,1762176128192.0,neutral
9.0,0.0,0.0,0.0,0.0,513.0,507.0,0.0,410.0,39.0,2.0,1762176128193.0,neutral
10.0,0.0,0.0,0.0,0.0,508.0,508.0,0.0,405.0,39.0,2.0,1762176128194.0,neutral
11.0,0.0,0.0,0.0,0.0,505.0,508.0,0.0,403.0,38.0,2.0,1762176128195.0,neutral
12.0,0.0,0.0,0.0,0.0,505.0,507.0,1.0,392.0,39.0,2.0,1762176128196.0,neutral
13.0,0.0,0.0,0.0,0.0,508.0,507.0,0.0,388.0,39.0,2.0,1762176128197.0,neutral
14.0,0.0,0.0,0.0,0.0,512.0,508.0,0.0,391.0,39.0,2.0,1762176128198.0,neutral
15.0,0.0,0.0,0.0,0.0,508.0,508.0,0.0,400.0,39.0,2.0,1762176128199.0,neutral
0.0,0.0,0.0,0.0,0.0,505.0,510.0,0.0,407.0,39.0,2.0,1762176128200.0,neutral
1.0,0.0,0.0,0.0,0.0,514.0,510.0,0.0,425.0,39.0,2.0,1762176128201.0,neutral
2.0,0.0,0.0,0.0,0.0,508.0,511.0,0.0,429.0,39.0,2.0,1762176128202.0,neutral
3.0,0.0,0.0,0.0,0.0,513.0,513.0,0.0,435.0,39.0,2.0,1762176128203.0,neutral
4.0,0.0,0.0,0.0,0.0,512.0,512.0,1.0,439.0,39.0,2.0,1762176128204.0,neutral
5.0,0.0,0.0,0.0,0.0,510.0,512.0,0.0,437.0,39.0,2.0,1762176128205.0,neutral
6.0,0.0,0.0,0.0,0.0,515.0,511.0,0.0,432.0,39.0,2.0,1762176128206.0,neutral
7.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,432.0,39.0,2.0,1762176128207.0,neutral
8.0,0.0,0.0,0.0,0.0,509.0,513.0,1.0,429.0,39.0,2.0,1762176128208.0,neutral
9.0,0.0,0.0,0.0,0.0,507.0,514.0,0.0,427.0,39.0,2.0,1762176128209.0,neutral
10.0,0.0,0.0,0.0,0.0,499.0,512.0,0.0,435.0,39.0,2.0,1762176128210.0,neutral
11.0,0.0,0.0,0.0,0.0,505.0,513.0,0.0,442.0,39.0,2.0,1762176128211.0,neutral
12.0,0.0,0.0,0.0,0.0,516.0,513.0,1.0,443.0,39.0,2.0,1762176128212.0,neutral
13.0,0.0,0.0,0.0,0.0,512.0,512.0,0.0,440.0,39.0,2.0,1762176128213.0,neutral
14.0,0.0,0.0,0.0,0.0,512.0,511.0,0.0,446.0,39.0,2.0,1762176128214.0,neutral
15.0,0.0,0.0,0.0,0.0,509.0,512.0,0.0,425.0,39.0,2.0,1762176128215.0,neutral
0.0,0.0,0.0,0.0,0.0,515.0,511.0,1.0,415.0,39.0,2.0,1762176128216.0,neutral
1.0,0.0,0.0,0.0,0.0,517.0,510.0,0.0,414.0,39.0,2.0,1762176128217.0,neutral
2.0,0.0,0.0,0.0,0.0,511.0,510.0,0.0,412.0,39.0,2.0,1762176128218.0,neutral
3.0,0.0,0.0,0.0,0.0,514.0,512.0,0.0,414.0,38.0,2.0,1762176128219.0,neutral
4.0,0.0,0.0,0.0,0.0,515.0,512.0,1.0,423.0,39.0,2.0,1762176128220.0,neutral
5.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,450.0,39.0,2.0,1762176128221.0,neutral
6.0,0.0,0.0,0.0,0.0,509.0,511.0,0.0,459.0,39.0,2.0,1762176128222.0,neutral
7.0,0.0,0.0,0.0,0.0,510.0,512.0,0.0,472.0,39.0,2.0,1762176128223.0,neutral
8.0,0.0,0.0,0.0,0.0,506.0,511.0,0.0,468.0,39.0,2.0,1762176128224.0,neutral
