# OpenSignals Text File Format. Version 1
# {"84:BA:20:AE:BF:DA": {"position": 0, "device": "bitalino_rev", "device name": "84:BA:20:AE:BF:DA", "device connection": "BTH84:BA:20:AE:BF:DA", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-11-30", "time": "17:31:9.147", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "EEGBITREV", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	508	510	0	473	39	1	
1	0	0	0	0	505	510	0	467	39	1	
2	0	0	0	0	516	511	0	465	39	1	
3	0	0	0	0	512	513	0	466	39	1	
4	0	0	0	0	513	513	0	466	38	1	
5	0	0	0	0	515	512	0	467	38	0	
6	0	0	0	0	509	512	0	468	38	0	
7	0	0	0	0	511	511	0	457	38	0	
8	0	0	0	0	509	512	1	448	39	1	
9	0	0	0	0	516	512	0	446	39	1	
10	0	0	0	0	511	512	0	444	38	1	
11	0	0	0	0	500	512	0	437	39	1	
12	0	0	0	0	508	511	1	423	39	1	
13	0	0	0	0	504	509	0	421	38	0	
14	0	0	0	0	517	511	0	404	38	0	
15	0	0	0	0	510	512	0	406	38	0	
0	0	0	0	0	516	513	1	414	38	0	
1	0	0	0	0	508	511	0	422	39	1	
2	0	0	0	0	507	511	0	419	38	1	
3	0	0	0	0	511	510	0	409	39	1	
4	0	0	0	0	513	512	1	396	38	1	
5	0	0	0	0	512	512	0	386	38	1	
6	0	0	0	0	510	512	0	380	39	0	
7	0	0	0	0	508	513	0	377	38	0	
8	0	0	0	0	513	513	1	368	38	0	
9	0	0	0	0	509	512	0	374	39	1	
10	0	0	0	0	505	512	0	357	38	1	
11	0	0	0	0	518	512	0	349	39	1	
12	0	0	0	0	505	512	0	335	38	1	
13	0	0	0	0	514	514	0	323	38	1	
14	0	0	0	0	515	515	0	308	38	0	
15	0	0	0	0	512	515	0	296	38	0	
0	0	0	0	0	507	514	0	290	39	0	
1	0	0	0	0	505	511	0	294	39	1	
2	0	0	0	0	508	511	0	300	39	1	
3	0	0	0	0	511	511	0	310	38	1	
4	0	0	0	0	519	510	1	321	39	1	
5	0	0	0	0	516	512	0	331	38	1	
6	0	0	0	0	506	513	0	344	39	0	
7	0	0	0	0	510	515	0	347	38	0	
8	0	0	0	0	507	515	0	351	38	0	
9	0	0	0	0	512	514	0	352	39	0	
10	0	0	0	0	508	513	0	358	39	1	
11	0	0	0	0	509	512	0	365	39	1	
12	0	0	0	0	504	512	0	364	39	1	
13	0	0	0	0	507	511	0	364	38	1	
14	0	0	0	0	511	513	0	364	39	1	
15	0	0	0	0	508	513	0	367	38	0	
0	0	0	0	0	512	516	1	371	38	0	
1	0	0	0	0	507	513	0	376	39	0	
2	0	0	0	0	510	513	0	385	39	1	
3	0	0	0	0	516	513	0	395	39	1	
4	0	0	0	0	513	511	0	406	39	1	
5	0	0	0	0	503	509	0	419	38	1	
6	0	0	0	0	508	511	0	429	39	1	
7	0	0	0	0	511	511	0	433	38	0	
8	0	0	0	0	513	509	0	431	38	0	
9	0	0	0	0	509	511	0	432	39	0	
10	0	0	0	0	506	511	0	433	39	0	
11	0	0	0	0	509	512	0	443	38	1	
12	0	0	0	0	513	513	0	451	39	1	
13	0	0	0	0	509	513	0	457	38	1	
14	0	0	0	0	510	513	0	462	39	1	
15	0	0	0	0	513	512	0	473	38	0	
0	0	0	0	0	510	511	0	475	38	0	
1	0	0	0	0	511	512	0	471	39	0	
2	0	0	0	0	508	511	0	461	38	0	
3	0	0	0	0	514	512	0	459	39	1	
4	0	0	0	0	511	511	0	455	38	1	
5	0	0	0	0	508	510	0	444	38	1	
6	0	0	0	0	514	511	0	429	38	1	
7	0	0	0	0	508	513	0	416	38	0	
8	0	0	0	0	514	511	1	403	39	0	
9	0	0	0	0	509	511	0	396	39	0	
10	0	0	0	0	513	511	0	387	38	0	
11	0	0	0	0	514	511	0	385	39	1	
12	0	0	0	0	508	510	1	389	38	1	
13	0	0	0	0	506	510	0	396	38	1	
14	0	0	0	0	508	513	0	400	39	1	
15	0	0	0	0	508	511	0	414	38	1	
0	0	0	0	0	513	512	1	437	38	0	
1	0	0	0	0	513	512	0	442	39	0	
2	0	0	0	0	516	513	0	467	39	0	
3	0	0	0	0	510	512	0	465	39	1	
4	0	0	0	0	511	513	1	464	38	1	
5	0	0	0	0	508	510	0	462	38	1	
6	0	0	0	0	505	509	0	456	38	1	
7	0	0	0	0	511	511	0	448	38	1	
8	0	0	0	0	506	511	1	439	38	1	
9	0	0	0	0	506	510	0	441	39	0	
10	0	0	0	0	508	512	0	444	38	0	
11	0	0	0	0	515	511	0	438	38	0	
12	0	0	0	0	512	512	0	429	38	1	
13	0	0	0	0	510	510	0	423	38	1	
14	0	0	0	0	513	511	0	421	39	1	
15	0	0	0	0	507	512	0	422	38	1	
0	0	0	0	0	512	510	1	426	38	1	
1	0	0	0	0	516	511	0	427	39	0	
2	0	0	0	0	504	514	0	430	39	0	
3	0	0	0	0	511	512	0	436	39	0	
4	0	0	0	0	510	512	1	446	39	1	
5	0	0	0	0	513	510	0	458	38	1	
6	0	0	0	0	503	510	0	468	39	1	
7	0	0	0	0	504	510	0	478	38	1	
8	0	0	0	0	514	513	1	492	38	1	
9	0	0	0	0	511	509	0	500	39	0	
10	0	0	0	0	512	509	0	517	38	0	
11	0	0	0	0	513	509	0	503	39	0	
12	0	0	0	0	516	508	0	500	38	1	
13	0	0	0	0	505	507	0	500	38	1	
14	0	0	0	0	515	509	0	502	39	1	
15	0	0	0	0	509	509	0	501	38	1	
0	0	0	0	0	509	508	0	496	39	1	
1	0	0	0	0	506	510	0	489	39	0	
2	0	0	0	0	516	510	0	486	38	0	
3	0	0	0	0	510	512	0	489	38	0	
4	0	0	0	0	510	510	1	491	38	0	
5	0	0	0	0	510	511	0	492	38	1	
6	0	0	0	0	516	512	0	496	38	1	
7	0	0	0	0	510	513	0	501	38	1	
8	0	0	0	0	505	513	0	504	38	1	
9	0	0	0	0	504	515	0	509	39	1	
10	0	0	0	0	506	514	0	509	39	0	
11	0	0	0	0	502	513	0	505	39	0	
12	0	0	0	0	510	514	1	508	39	0	
13	0	0	0	0	512	511	0	511	38	1	
14	0	0	0	0	513	512	0	503	39	1	
15	0	0	0	0	511	513	0	491	38	1	
0	0	0	0	0	512	511	1	481	38	1	
1	0	0	0	0	512	510	0	483	39	1	
2	0	0	0	0	511	511	0	489	38	0	
3	0	0	0	0	511	512	0	504	38	0	
4	0	0	0	0	511	513	0	515	39	0	
5	0	0	0	0	508	511	0	527	38	0	
6	0	0	0	0	509	512	0	537	38	1	
7	0	0	0	0	508	512	0	538	38	1	
8	0	0	0	0	516	512	1	537	38	1	
9	0	0	0	0	510	513	0	548	39	1	
10	0	0	0	0	508	512	0	557	39	0	
11	0	0	0	0	512	513	0	571	38	0	
12	0	0	0	0	514	514	0	569	39	0	
13	0	0	0	0	509	513	0	564	38	0	
14	0	0	0	0	513	512	0	551	39	1	
15	0	0	0	0	509	512	0	543	39	1	
0	0	0	0	0	512	511	0	526	39	1	
1	0	0	0	0	510	510	0	502	39	1	
2	0	0	0	0	509	511	0	482	38	1	
3	0	0	0	0	517	511	0	473	39	0	
4	0	0	0	0	510	512	1	471	38	0	
5	0	0	0	0	505	512	0	480	38	0	
6	0	0	0	0	510	512	0	494	39	1	
7	0	0	0	0	510	512	0	507	38	1	
8	0	0	0	0	511	512	0	508	39	1	
9	0	0	0	0	515	511	0	502	39	1	
10	0	0	0	0	510	512	0	492	39	1	
11	0	0	0	0	516	511	0	491	39	1	
12	0	0	0	0	508	511	1	493	38	0	
13	0	0	0	0	505	510	0	494	38	0	
14	0	0	0	0	505	511	0	497	39	1	
15	0	0	0	0	506	510	0	505	38	1	
0	0	0	0	0	508	511	0	520	38	1	
1	0	0	0	0	513	511	0	534	39	1	
2	0	0	0	0	512	509	0	538	39	1	
3	0	0	0	0	507	509	0	533	38	1	
4	0	0	0	0	511	509	0	529	39	0	
5	0	0	0	0	509	509	0	526	38	0	
6	0	0	0	0	508	508	0	524	38	0	
7	0	0	0	0	510	508	0	523	38	1	
8	0	0	0	0	507	510	0	517	38	1	
9	0	0	0	0	511	511	0	513	39	1	
10	0	0	0	0	519	511	0	511	38	1	
11	0	0	0	0	511	512	0	508	39	1	
12	0	0	0	0	506	511	0	499	39	0	
13	0	0	0	0	510	510	0	484	38	0	
14	0	0	0	0	514	511	0	473	38	0	
15	0	0	0	0	506	511	0	464	38	1	
0	0	0	0	0	511	512	1	449	38	1	
1	0	0	0	0	507	512	0	423	39	1	
2	0	0	0	0	512	511	0	401	39	1	
3	0	0	0	0	506	512	0	376	39	1	
4	0	0	0	0	506	513	1	360	39	0	
5	0	0	0	0	511	512	0	355	38	0	
6	0	0	0	0	507	513	0	354	39	0	
7	0	0	0	0	514	513	0	360	38	0	
8	0	0	0	0	513	513	0	362	38	1	
9	0	0	0	0	509	512	0	360	39	1	
10	0	0	0	0	504	511	0	357	38	1	
11	0	0	0	0	510	511	0	352	39	1	
12	0	0	0	0	507	511	1	347	38	1	
13	0	0	0	0	512	509	0	349	38	0	
14	0	0	0	0	507	509	0	355	39	0	
15	0	0	0	0	512	511	0	363	38	0	
0	0	0	0	0	510	511	0	369	39	1	
1	0	0	0	0	513	511	0	377	39	1	
2	0	0	0	0	508	512	0	382	39	1	
3	0	0	0	0	517	512	0	383	38	1	
4	0	0	0	0	511	514	1	384	38	1	
5	0	0	0	0	508	513	0	387	38	0	
6	0	0	0	0	512	513	0	391	39	0	
7	0	0	0	0	507	513	0	386	38	0	
8	0	0	0	0	513	511	1	373	39	1	
9	0	0	0	0	510	511	0	374	39	1	
10	0	0	0	0	509	513	0	381	39	1	
11	0	0	0	0	506	513	0	388	38	1	
12	0	0	0	0	506	512	0	392	38	1	
13	0	0	0	0	512	511	0	398	38	0	
14	0	0	0	0	503	511	0	397	38	0	
15	0	0	0	0	517	512	0	400	38	0	
0	0	0	0	0	513	511	1	403	38	1	
1	0	0	0	0	514	511	0	411	39	1	
2	0	0	0	0	517	509	0	414	39	1	
3	0	0	0	0	509	510	0	419	38	1	
4	0	0	0	0	513	510	0	431	39	1	
5	0	0	0	0	510	510	0	441	38	0	
6	0	0	0	0	505	509	0	460	39	0	
7	0	0	0	0	509	509	0	481	38	0	
8	0	0	0	0	512	511	1	495	38	0	
9	0	0	0	0	514	509	0	499	39	1	
10	0	0	0	0	506	509	0	494	39	1	
11	0	0	0	0	514	509	0	487	39	1	
12	0	0	0	0	512	509	0	479	38	1	
13	0	0	0	0	508	511	0	466	38	1	
14	0	0	0	0	509	510	0	447	39	0	
15	0	0	0	0	505	511	0	433	38	0	
0	0	0	0	0	509	512	1	420	38	0	
1	0	0	0	0	510	511	0	414	39	1	
2	0	0	0	0	508	512	0	415	38	1	
3	0	0	0	0	513	512	0	419	39	1	
4	0	0	0	0	504	512	1	430	38	1	
5	0	0	0	0	514	512	0	446	38	1	
6	0	0	0	0	516	511	0	455	39	0	
7	0	0	0	0	513	511	0	460	38	0	
8	0	0	0	0	508	511	1	459	39	0	
9	0	0	0	0	508	511	0	456	39	0	
10	0	0	0	0	505	512	0	451	38	1	
11	0	0	0	0	514	512	0	454	39	1	
12	0	0	0	0	515	511	1	462	38	1	
13	0	0	0	0	509	512	0	470	38	1	
14	0	0	0	0	512	510	0	473	39	0	
15	0	0	0	0	509	512	0	473	38	0	
0	0	0	0	0	512	513	0	468	39	0	
1	0	0	0	0	506	513	0	467	39	0	
2	0	0	0	0	511	513	0	473	39	1	
3	0	0	0	0	512	512	0	481	38	1	
4	0	0	0	0	505	514	0	486	39	1	
5	0	0	0	0	505	512	0	492	38	1	
6	0	0	0	0	509	513	0	503	38	1	
7	0	0	0	0	509	513	0	515	39	0	
8	0	0	0	0	516	513	1	528	38	0	
9	0	0	0	0	511	513	0	544	39	0	
10	0	0	0	0	506	513	0	553	38	1	
11	0	0	0	0	511	515	0	561	38	1	
12	0	0	0	0	508	516	1	572	38	1	
13	0	0	0	0	512	515	0	578	38	1	
14	0	0	0	0	511	515	0	583	38	1	
15	0	0	0	0	511	515	0	569	38	0	
0	0	0	0	0	514	513	1	563	39	0	
1	0	0	0	0	509	514	0	557	39	0	
2	0	0	0	0	513	513	0	556	39	0	
3	0	0	0	0	510	511	0	557	39	1	
4	0	0	0	0	511	509	0	554	39	1	
